Lead Number,Lead Origin,Lead Source,Notes,Lead Stage,Engagement Score,TotalVisits,Page Views Per Visit,Average Time Per Visit,Last Activity,Last Activity Date,Lead Conversion Date,Cityold,Specialization,Entrance Test,What is your current occupation
658714,API,Referral Sites,,Unreachable,0,2,2,48,Email Opened,4/8/16 15:28,29-07-2016 13:24,Aurangabad,,,
658689,Landing Page Submission,Google,,Unreachable,0,5,5,97.25,Unreachable,1/8/16 11:34,29-07-2016 13:08,Mumbai,Human Resource Management,MAT,Unemployed
658686,API,Organic Search,,Not Interested,0,7,7,44.83,Email Opened,4/8/16 3:08,29-07-2016 13:01,Mumbai,Business Administration,,
658677,API,Google,Want to know about six months and 1 year courses only sundya batches,Not Interested,0,7,7,150.33,Form Submitted on Website,29-07-2016 13:10,29-07-2016 13:05,Mumbai,"Banking, Investment And Insurance",,
658675,Lead Add Form,Reference,,Qualified,10,0,0,0,Email Opened,8/8/16 18:20,,,Finance Management,MAT,Working Professional
658656,API,Google,,Unreachable,0,1,1,0,Email Bounced,29-07-2016 13:01,29-07-2016 12:58,Parbhani,Select Specialization,MAT,Unemployed
658652,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,15,Email Link Clicked,29-07-2016 18:46,29-07-2016 12:25,Chennai,Business Administration,,
658648,Lead Add Form,Welingak Website,,Closed,0,,,,,,,,Select Specialization,MAT,Unemployed
658634,Lead Add Form,Reference,,Qualified,30,0,0,0,Email Opened,2/8/16 11:48,,,"Banking, Investment And Insurance",MAT,Working Professional
658627,Lead Add Form,Welingak Website,,Qualified,0,,,,,,,,Select Specialization,MAT,Unemployed
658623,Lead Add Form,Welingak Website,,Qualified,0,,,,,,,,Select Specialization,MAT,Unemployed
658620,API,Olark Chat,,Not Interested,0,0,0,0,Email Opened,2/8/16 9:20,,,Select Specialization,MAT,Unemployed
658618,API,Referral Sites,,Junk Lead,0,4,4,171.33,Olark Chat Conversation,29-07-2016 12:09,29-07-2016 12:05,,Select Specialization,MAT,Unemployed
658612,API,Google,,Not Interested,0,1,1,0,Converted to Lead,29-07-2016 12:07,29-07-2016 12:07,Mumbai,,,
658606,API,Google,,Lost,0,2,2,119,Converted to Lead,29-07-2016 12:01,29-07-2016 12:01,Mumbai,Select Specialization,MAT,Unemployed
658597,API,Organic Search,,Not Interested,0,5,5,62.75,Olark Chat Conversation,29-07-2016 11:49,29-07-2016 11:45,Hyderabad,Select Specialization,MAT,Unemployed
658571,API,Organic Search,,Qualified,110,8,2.67,113.8,Email Link Clicked,2/8/16 10:28,30-07-2016 12:49,Thane,"Banking, Investment And Insurance",MAT,Unemployed
658561,Lead Add Form,Reference,,Closed,0,0,0,0,Unreachable,2/8/16 11:20,,,Retail Management,MAT,Unemployed
658546,Landing Page Submission,Organic Search,,Qualified,170,12,6,148,Email Opened,7/8/16 11:01,30-07-2016 9:56,Jalalpur,Finance Management,MAT,Unemployed
658531,API,Organic Search,,Qualified,60,6,6,161.2,Converted to Lead,29-07-2016 11:09,29-07-2016 11:09,Delhi,Select Specialization,MAT,Unemployed
658527,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,29-07-2016 10:51,,,,,
658481,API,Google,I'm working with Ad Agency and want to study more about Advt and PR so please let me know about this,Unreachable,0,12,1.71,73.5,Page Visited on Website,2/8/16 17:52,29-07-2016 10:58,Mumbai,Media and Advertising,,
658470,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,29-07-2016 12:34,,,,,
658458,Landing Page Submission,Google,About the courses,Unreachable,0,3,3,157.67,Email Opened,1/8/16 17:06,29-07-2016 10:02,Mumbai,International Business,,
658448,Landing Page Submission,Google,PLZ GIVE GUIDANCE,Unreachable,0,5,5,99.75,Olark Chat Conversation,29-07-2016 11:08,29-07-2016 9:57,Mumbai,Finance Management,,
658432,Lead Add Form,Reference,,Qualified,0,,,,Approached upfront,29-07-2016 9:33,,,Select Specialization,MAT,Unemployed
658430,API,Organic Search,,Unreachable,0,4,4,120.33,Email Opened,1/8/16 11:15,29-07-2016 9:37,Kolkata,Select Specialization,MAT,Unemployed
658421,API,Google,,Unreachable,0,2,1,256,Email Opened,7/8/16 10:56,29-07-2016 9:57,,Select Specialization,MAT,Unemployed
658407,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,29-07-2016 9:07,,,,,
658405,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,29-07-2016 9:10,,,,,
658398,API,Organic Search,,Qualified,50,5,1.67,147,Email Opened,6/8/16 12:55,29-07-2016 9:24,Thane,International Business,MAT,Student
658353,API,Organic Search,,Unreachable,0,8,8,184.86,Olark Chat Conversation,29-07-2016 8:35,29-07-2016 8:31,Jaipur,Select Specialization,MAT,Unemployed
658323,API,Olark Chat,,Not Interested,0,0,0,0,Olark Chat Conversation,30-07-2016 9:33,,,Select Specialization,MAT,Unemployed
658322,API,Referral Sites,,Unreachable,0,4,4,446.67,Unreachable,8/8/16 10:22,29-07-2016 8:08,Delhi,Select Specialization,MAT,Unemployed
658321,API,Referral Sites,,Qualified,20,3,3,193.5,Olark Chat Conversation,29-07-2016 7:43,29-07-2016 7:39,Mohan,Select Specialization,MAT,Unemployed
658309,Lead Add Form,Reference,,Qualified,10,0,0,0,Email Opened,29-07-2016 13:25,,,Finance Management,MAT,Unemployed
658299,API,Referral Sites,,Not Interested,0,2,2,526,Email Opened,1/8/16 10:43,29-07-2016 7:22,,Select Specialization,MAT,Unemployed
658288,API,Organic Search,,Unreachable,0,5,5,106.75,Page Visited on Website,29-07-2016 7:18,29-07-2016 7:10,Al Ain,Select Specialization,MAT,Unemployed
658281,Landing Page Submission,Direct Traffic,,Unreachable,0,3,3,36.5,Email Link Clicked,1/8/16 17:44,29-07-2016 6:57,Indore,"Banking, Investment And Insurance",,
658278,API,Direct Traffic,,Not Interested,0,2,2,1103,Olark Chat Conversation,29-07-2016 7:17,29-07-2016 7:09,Mumbai,Select Specialization,MAT,Unemployed
658277,Landing Page Submission,Direct Traffic,,Qualified,0,1,1,0,Converted to Lead,29-07-2016 6:51,29-07-2016 6:51,Pune,Finance Management,MAT,Unemployed
658264,Landing Page Submission,Direct Traffic,How to get admission & what is admission procedure ?And want to know about fess structure,Qualified,90,9,1.8,127.5,Email Opened,2/8/16 6:23,29-07-2016 6:38,Thane,Supply Chain Management,MAT,Unemployed
658258,Lead Add Form,Reference,,Qualified,0,,,,,,,,Marketing Management,MAT,Unemployed
658243,Lead Add Form,Reference,,Qualified,10,0,0,0,Email Opened,29-07-2016 6:18,,,Select Specialization,MAT,Unemployed
658234,Landing Page Submission,Google,,Unreachable,0,5,2.5,33.33,Form Submitted on Website,29-07-2016 6:01,29-07-2016 6:01,Mumbai,Finance Management,,
658231,Landing Page Submission,Direct Traffic,How to take admission,Qualified,30,2,2,2,Email Opened,8/8/16 8:41,29-07-2016 5:50,Delhi,E-COMMERCE,MAT,Unemployed
658222,Landing Page Submission,Direct Traffic,,Closed,0,2,2,10,Email Opened,3/8/16 6:54,29-07-2016 5:39,Mumbai,E-Business,MAT,Unemployed
658220,API,Organic Search,,Unreachable,0,4,4,291.67,Unreachable,5/8/16 6:41,29-07-2016 5:50,Mumbai,Select Specialization,MAT,Unemployed
658206,Landing Page Submission,Direct Traffic,,Unreachable,0,4,4,103.75,Email Link Clicked,29-07-2016 5:15,29-07-2016 5:08,Mumbai,Human Resource Management,MAT,Unemployed
658203,API,Organic Search,,Qualified,30,3,1.5,163,Converted to Lead,30-07-2016 3:32,30-07-2016 3:32,Indore,Human Resource Management,MAT,Unemployed
658193,Lead Add Form,Reference,,Closed,0,0,0,0,Email Opened,29-07-2016 14:08,,,Finance Management,MAT,Working Professional
658188,Landing Page Submission,Google,,Not Interested,0,1,1,0,Converted to Lead,29-07-2016 3:02,29-07-2016 3:02,Jalalpur,Select,MAT,Unemployed
658178,API,Organic Search,,Not Interested,0,1,1,0,Converted to Lead,29-07-2016 1:55,29-07-2016 1:55,Lucknow,Select Specialization,MAT,Unemployed
658142,Landing Page Submission,Direct Traffic,,Qualified,210,9,4.5,82,Email Opened,8/8/16 7:15,28-07-2016 19:38,Mumbai,Healthcare Management,MAT,Unemployed
658107,API,Olark Chat,,Unreachable,0,0,0,0,Email Opened,3/8/16 16:11,,,,,
658089,Landing Page Submission,Direct Traffic,About admission,Qualified,0,1,1,0,Unreachable,29-07-2016 10:37,28-07-2016 17:51,,Rural and Agribusiness,MAT,Unemployed
658081,API,Direct Traffic,,Not Called,0,7,3.5,183.6,Olark Chat Conversation,4/8/16 11:10,4/8/16 11:05,Mumbai,,,
658071,Landing Page Submission,Google,Foreign language courses.,Not Interested,0,2,2,167,Converted to Lead,28-07-2016 17:37,28-07-2016 17:37,Thane,Select Specialization,MAT,Unemployed
658070,Landing Page Submission,Direct Traffic,"Everything related to it,and about finance courses.",Unreachable,0,7,2.33,78.5,Unreachable,4/8/16 11:24,2/8/16 4:30,Mumbai,Finance Management,MAT,Unemployed
658063,API,Organic Search,,Unreachable,0,13,6.5,222.82,Email Opened,8/8/16 4:29,28-07-2016 17:32,Mumbai,Select Specialization,MAT,Unemployed
658048,Landing Page Submission,Direct Traffic,,Closed,0,3,3,118.5,Email Opened,8/8/16 17:14,28-07-2016 17:06,Thane,Finance Management,,
658029,Landing Page Submission,Direct Traffic,,Unreachable,0,3,3,102,Email Opened,7/8/16 8:05,28-07-2016 16:42,Mumbai,IT Projects Management,MAT,Unemployed
658023,API,Olark Chat,,Unreachable,0,3,1.5,109,Email Opened,8/8/16 9:50,,,,,
658017,Landing Page Submission,Organic Search,,Unreachable,0,6,6,145.8,Email Opened,7/8/16 4:55,28-07-2016 16:41,Mumbai,Supply Chain Management,MAT,Unemployed
658011,Landing Page Submission,Direct Traffic,,Unreachable,0,9,1.8,416,Olark Chat Conversation,30-07-2016 10:44,30-07-2016 10:14,Mumbai,E-Business,,
657995,Landing Page Submission,Organic Search,,Not Interested,0,12,6,67.4,Email Opened,7/8/16 5:01,28-07-2016 16:14,Ahmedabad,International Business,MAT,Unemployed
657990,API,Olark Chat,,Unreachable,0,0,0,0,Email Opened,7/8/16 15:38,,,Select Specialization,MAT,Unemployed
657971,Landing Page Submission,google,Addresh for chek,Unreachable,0,5,5,38,Page Visited on Website,28-07-2016 16:20,28-07-2016 15:52,Delhi,Select,,
657968,Landing Page Submission,Direct Traffic,,Qualified,60,7,7,50.67,Email Opened,29-07-2016 18:03,28-07-2016 15:54,Mumbai,Human Resource Management,MAT,Unemployed
657951,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,5,Email Opened,30-07-2016 15:49,28-07-2016 15:33,Kolkata,Human Resource Management,MAT,Unemployed
657941,API,Organic Search,,Qualified,30,3,3,133,Converted to Lead,28-07-2016 15:28,28-07-2016 15:28,Hyderabad,Operations Management,MAT,Unemployed
657920,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,28-07-2016 3:11,,,,,
657905,Landing Page Submission,Google,,Qualified,60,3,3,121,Email Opened,8/8/16 5:49,28-07-2016 14:57,Mumbai,Operations Management,MAT,Working Professional
657902,API,Olark Chat,,Unreachable,0,7,2.33,97.25,Page Visited on Website,28-07-2016 14:56,,Irving,Human Resource Management,MAT,Unemployed
657899,API,Organic Search,,Unreachable,0,13,4.33,256.9,Had a Phone Conversation,1/8/16 11:48,28-07-2016 15:08,Pune,Select Specialization,MAT,Unemployed
657887,API,Organic Search,,Unreachable,0,5,5,77.25,Email Opened,29-07-2016 14:33,28-07-2016 14:34,Mumbai,,,
657882,API,Referral Sites,,Unreachable,0,14,14,128.85,Unreachable,1/8/16 11:51,28-07-2016 14:52,Mumbai,Select Specialization,MAT,Unemployed
657879,API,Google,,Unreachable,0,3,3,53.5,Unreachable,1/8/16 11:38,28-07-2016 14:29,Mumbai,Select Specialization,MAT,Unemployed
657828,API,Olark Chat,,Not Interested,0,0,0,0,Olark Chat Conversation,28-07-2016 1:31,,,Select Specialization,MAT,Unemployed
657823,API,Direct Traffic,,Qualified,70,5,2.5,147.33,Email Opened,3/8/16 8:46,31-07-2016 14:19,Mumbai,Finance Management,MAT,Unemployed
657821,Landing Page Submission,Google,want to know if any certification course is available for HR.,Not Interested,0,1,1,0,Converted to Lead,28-07-2016 13:26,28-07-2016 13:26,Thane,Human Resource Management,,
657803,Landing Page Submission,Google,I want to do part time course 0f HR managementcan you please give mi details,Unreachable,0,6,6,123.4,Page Visited on Website,28-07-2016 13:21,28-07-2016 13:12,Mumbai,Human Resource Management,,
657777,Landing Page Submission,Direct Traffic,,Unreachable,0,1,1,0,Converted to Lead,28-07-2016 12:43,28-07-2016 12:43,Mumbai,Human Resource Management,MAT,Unemployed
657754,Landing Page Submission,Google,"This is Nitin Dhaneshwar from Pune,Would interested to join MBA course",Unreachable,0,4,4,70.33,Email Opened,3/8/16 13:03,28-07-2016 12:20,Pune,Operations Management,,
657741,API,Organic Search,,Qualified,10,2,1,0,Olark Chat Conversation,28-07-2016 12:32,28-07-2016 12:28,,Select Specialization,MAT,Unemployed
657731,Landing Page Submission,Direct Traffic,,Closed,0,1,1,0,Converted to Lead,28-07-2016 11:59,28-07-2016 11:59,,Operations Management,MAT,Student
657717,API,Olark Chat,,Not Interested,0,0,0,0,Olark Chat Conversation,28-07-2016 12:08,,,Select Specialization,MAT,Unemployed
657703,API,Google,,Unreachable,0,3,3,238,Email Opened,29-07-2016 17:56,28-07-2016 11:40,Mumbai,,,
657697,Landing Page Submission,Google,U have a custom officer course,Unreachable,0,2,2,224,Email Link Clicked,28-07-2016 11:39,28-07-2016 11:33,Mumbai,Services Excellence,,
657691,API,Referral Sites,,Not Interested,0,3,1.5,273.5,Page Visited on Website,8/8/16 6:25,28-07-2016 12:36,Pune,Select Specialization,MAT,Unemployed
657686,Lead Add Form,Welingak Website,,Closed,0,0,0,0,Email Opened,28-07-2016 13:50,,,Select Specialization,MAT,Unemployed
657676,API,Organic Search,,Not Interested,0,9,4.5,213.33,Page Visited on Website,28-07-2016 12:44,28-07-2016 11:30,Kanpur,Select Specialization,MAT,Unemployed
657660,Lead Add Form,Welingak Website,,Qualified,20,0,0,0,Email Opened,28-07-2016 12:19,,,Select Specialization,MAT,Unemployed
657655,API,Olark Chat,,Unreachable,0,0,0,0,Olark Chat Conversation,28-07-2016 11:17,,,,,
657644,API,Referral Sites,,Qualified,100,11,11,118.8,Olark Chat Conversation,28-07-2016 11:25,28-07-2016 11:21,Mumbai,Finance Management,MAT,Working Professional
657643,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,31-07-2016 1:09,,,,,
657620,API,Direct Traffic,,Not Eligible,0,11,5.5,230.9,Page Visited on Website,31-07-2016 19:31,28-07-2016 10:55,Mumbai,Select Specialization,MAT,Unemployed
657611,Lead Add Form,Reference,,Qualified,0,,,,,,,,Select Specialization,MAT,Unemployed
657609,API,Organic Search,,Qualified,20,3,1,0,Olark Chat Conversation,28-07-2016 11:52,28-07-2016 11:48,Mumbai,Select Specialization,MAT,Unemployed
657590,Lead Add Form,Reference,Qualified,Qualified,0,,,,,,,,Operations Management,MAT,Unemployed
657586,Lead Add Form,Reference,,Qualified,10,0,0,0,Email Opened,29-07-2016 18:05,,,"Banking, Investment And Insurance",MAT,Working Professional
657572,Landing Page Submission,Referral Sites,,Qualified,110,6,3,174.75,Email Opened,8/8/16 11:59,28-07-2016 11:20,Bengaluru,Human Resource Management,MAT,Unemployed
657510,API,Google,,Unreachable,0,3,3,476.33,Email Opened,30-07-2016 14:21,28-07-2016 9:36,,,,
657502,Landing Page Submission,Google,,Unreachable,0,5,2.5,207.67,Email Opened,4/8/16 1:48,28-07-2016 9:20,Mumbai,Healthcare Management,MAT,Unemployed
657500,API,Organic Search,,Unreachable,0,5,5,244.4,Email Opened,3/8/16 15:08,28-07-2016 9:24,,,,
657480,API,Google,,Unreachable,0,2,2,1139,Olark Chat Conversation,28-07-2016 9:21,28-07-2016 9:16,Mumbai,,,
657477,Landing Page Submission,Google,,Qualified,30,4,4,137,Email Opened,1/8/16 2:18,28-07-2016 9:01,,"Banking, Investment And Insurance",MAT,Unemployed
657470,Landing Page Submission,Organic Search,,Unreachable,0,5,5,97.5,Email Opened,7/8/16 15:13,28-07-2016 8:53,Mumbai,Hospitality Management,,
657452,API,Olark Chat,,Unreachable,0,0,0,0,Olark Chat Conversation,28-07-2016 9:37,,,,,
657436,API,Referral Sites,,Unreachable,0,4,4,262.25,Email Link Clicked,30-07-2016 23:16,28-07-2016 8:32,Delhi,,,
657426,Landing Page Submission,google,,Unreachable,0,5,5,85,Page Visited on Website,28-07-2016 11:59,28-07-2016 8:18,,Select,,
657423,Landing Page Submission,Referral Sites,diploma in banking,Unreachable,0,17,3.4,318.17,Unreachable,1/8/16 11:30,29-07-2016 9:45,Pune,Select Specialization,MAT,Unemployed
657421,Landing Page Submission,Google,,Not Interested,0,8,8,64.43,Olark Chat Conversation,28-07-2016 8:40,28-07-2016 8:18,Mumbai,Human Resource Management,MAT,Unemployed
657390,Landing Page Submission,Google,,Not Interested,0,4,4,36,Email Opened,6/8/16 12:10,28-07-2016 7:54,Mumbai,E-Business,MAT,Unemployed
657388,API,Organic Search,,Unreachable,0,2,1,0,Olark Chat Conversation,28-07-2016 8:52,28-07-2016 8:38,Mumbai,,,
657386,API,Olark Chat,,Unreachable,0,0,0,0,Olark Chat Conversation,1/8/16 8:36,,,,,
657385,API,Olark Chat,,Unreachable,0,0,0,0,Email Opened,1/8/16 15:46,,,,,
657381,API,Referral Sites,,Not Interested,0,1,1,0,Converted to Lead,28-07-2016 7:51,28-07-2016 7:51,Thane,Select Specialization,MAT,Unemployed
657379,Landing Page Submission,Organic Search,,Qualified,60,4,1.33,14,Email Opened,3/8/16 13:16,28-07-2016 8:27,Chandigarh,Operations Management,MAT,Working Professional
657356,API,Google,,Unreachable,0,3,3,297,Email Opened,6/8/16 17:03,28-07-2016 7:35,Mumbai,,,
657327,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,28-07-2016 7:10,,,,,
657318,API,Google,,Unreachable,0,4,4,82,Olark Chat Conversation,28-07-2016 7:12,28-07-2016 7:08,Thane,,,
657316,Landing Page Submission,Direct Traffic,,Unreachable,0,13,13,46.92,Email Opened,2/8/16 10:48,28-07-2016 7:05,Mumbai,Marketing Management,,
657313,Landing Page Submission,Direct Traffic,i have interest in Finance Management,Qualified,0,2,2,53,Form Submitted on Website,28-07-2016 7:03,28-07-2016 7:02,Aurangabad,Human Resource Management,MAT,Unemployed
657311,API,Google,,Unreachable,0,10,10,300.4,View in browser link Clicked,28-07-2016 7:51,28-07-2016 7:36,Mumbai,,,
657302,API,Organic Search,,Unreachable,0,5,2.5,456.25,Email Link Clicked,8/8/16 18:12,28-07-2016 7:57,Mumbai,,,
657295,Landing Page Submission,Direct Traffic,Details of admission,Unreachable,0,4,4,175.33,Email Opened,6/8/16 13:35,28-07-2016 6:54,Mumbai,Human Resource Management,MAT,Unemployed
657267,Landing Page Submission,Organic Search,,Unreachable,0,4,4,49.67,Page Visited on Website,28-07-2016 6:39,28-07-2016 6:35,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
657261,Landing Page Submission,Direct Traffic,,Closed,0,5,1.25,283,Email Opened,7/8/16 12:20,28-07-2016 6:29,Mumbai,Finance Management,MAT,Unemployed
657247,Lead Add Form,Reference,,Qualified,0,,,,,,,,Human Resource Management,MAT,Unemployed
657226,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,28-07-2016 6:10,,,,,
657225,Landing Page Submission,Google,Pls call back,Qualified,30,4,4,369.33,Page Visited on Website,28-07-2016 6:25,28-07-2016 6:06,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
657224,API,Referral Sites,,Unreachable,0,7,2.33,162.4,Email Opened,2/8/16 9:49,28-07-2016 7:24,Mumbai,,,
657220,Landing Page Submission,Google,I want details about distance learning mba from SomeSchools,Unreachable,0,11,11,83.27,Email Opened,5/8/16 10:36,28-07-2016 6:11,Mumbai,Human Resource Management,MAT,Unemployed
